SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,LOST,PHOTO ON FILE,MISC INFORMATION,MUSEUM CROSS REFERENCE
Belle (1868B),,,Schooner,,,12/22/1868,1868,12,22,Townsends Inlet,,,Struck anchor,,,,,,,,,,,,5,,0,,,,,N,N,Stranded on Ludlams Beach; Refloated,
Belle (1878A),,,Schooner,,,1/6/1878,1878,1,6,Bonds LSS E,,,Grounded,,US,,,,,,"Somers Point, NJ","New York, NY","Somers Point, NJ",Read,3,,0,"$3,000",,,Bonds #22,,N,,
Belle (1878B),,,Schooner,,,11/1/1878,1878,11,1,Cape May SE 40 mi,,,1 crew washed overboard,,US,,,,,,"Somers Point, NJ","Fire Island, NY","Baltimore, MD",,3,,1,"$3,000",,Fish scraps,,,N,Loss of crewman,
Belle (1901),,,Sloop,1867,"West Creek, NJ",3/26/1901,1901,3,26,Holly Beach LSS SE .5 mi,,,Dismasted; in distress,Wood,US,41.3,14.4,4,16,15,"Bridgeton, NJ","Franklin, VA","Ocean View, NJ",Johnson,2,,0,$600,$250,Oysters,Holly Beach,,N,#2689,
Belle (1909),,,Sloop,,,5/26/1909,1909,5,26,Cape May LSS SSW .75 mi,,,Stranded,,,,,,,,"Bridgeton, NJ","Green Creek, NJ","Hog Island, VA",,2,,0,$700,,None,,Y,N,Total loss,
Belle Air,,,Ship,,,1811,1811,,,Egg Harbor,,,Wrecked,,,,,,,,,Norway,"Philadelphia, PA",Allen,,,0,,,,,,N,Crew saved,
Belle R Hull,,J Driscoll et al,Schooner,1858,"Toms River, NJ",11/17/1872,1872,11,17,Barnegat,,,"Collision w/ ""John B Myers""",,US,,,9,194,,"Brooklyn, NY",Virgina,"New York, NY",J Driscoll,,,,,,,,N,N,Made way to NY; John B Myers sank,
Belleville,,U S Navy,Tug,1915,,1945,1915,,,Absecon Light E .75 mi,34-21-20 N,74-24-05 W,Sank,Wood,,100,29,11,162,,,,,,,,,,,,,Y,N,,
Bellona,,,Privateer,,,2/9/1774,1774,2,9,,,,"Damaged in battle w/ US ""Hunter""",,England,,,,,,,,,Backanan,,,,,,,,N,N,,
Benefactor (1875),,W P Clyde & Co,Steamship,1870,"Chester, PA",2/26/1875,1875,2,26,"Long Branch, NJ",,,"Collision w/ ""Susan Wright""",Steel,US,173,36,18.4,843,637,"New York, NY","New York, NY","Wilmington, NC",T Jones,,,,,,,,N,N,#2722; Partial Loss; Made NY for repairs,
Benefactor (1901),,W P Clyde & Co,Steamship,1870,"Chester, PA",7/13/1901,1901,7,13,"Seabright, NJ",,,"Collision w/ ""Salpeen""",Steel,US,173,36,18.4,843,637,"Philadelphia, PA","New York, NY","Philadelphia, PA",Jacob Swain,17,,0,"$60,000","$75,000",Misc cargo (517 ton),,N,N,#2722; Slight damage,
Benjamin,,,,,,6/21/1853,1853,6,21,Brandywine Light,,,Grounded,,,,,,,,,,,Werrell,,,,,,Coal,,,N,,
Benjamin A Smith,,,Schooner,1907,,5/14/1918,1918,5,14,Barnegat S 25 mi,,,Collision in fog,Wood,US,116,25.6,10.6,146,75,"Gloucester, MA",,,Norman Ross,,,6,"$18,000",,,,,N,,
Benjamin A VanBrunt,,,Schooner,1871,,9/20/1925,1925,9,20,,36-56-00 N,74-46-00 W,Collision,Wood,US,,,,1191,1132,"Philadelphia, PA","New York, NY","Galveston, TX",O W McDonald,,,,"$76,000","$26,000",Coal,,,N,,
Benjamin B Church,,,Schooner,1873,,12/19/1891,1891,12,19,Brigantine Shoal,,,Stranded (Refloated),Wood,US,142.6,35.2,15.1,513.45,487.78,"New Bedford, MA",,,Allen,7,0,0,"$12,000","$2,800",Coal,So Brigantine,,N,,
Benjamin Brown,,,Schooner,1847,,1869,1869,,,"Long Branch, NJ",,,Wrecked,Wood,US,,,7,,79,"Providence, RI",,,Oliver,5,0,0,,,,,,N,,
Benjamin C Scribner,,,Schooner,1856,"Milford, DE",5/5/1870,1870,5,5,Squan Beach,,,Storm,Wood,US,128,25,11.5,327,,"Fall River, MA","Portland, ME","Philadelphia, PA",,8,,0,"$10,000",,Ice,,,N,,
Benjamin Douglas,,,Schooner,,,12/16/1853,1853,12,16,Absecon Beach,,,,,,,,,,,,"Middletown, NJ","Philadelphia, PA",,,,,,,,,,N,,
Benjamin Franklin,,,Schooner,,,5/14/1876,1876,5,14,Atlantic City,,,Grounded,Wood,US,,,,,,"Haverstraw, NY","Haverstraw, NY","Absecon, NJ",Brooks,6,,0,,,Bricks,#27 Atlantic City,N,N,Refloated,
Benjamin Gartside,,,Schooner,1869,,11/12/1883,1883,11,12,Barnegat,,,Storm (Proceeded),Wood,US,,,,343,326,"Philadelphia, PA","Boston, MA","Savannah, GA",,,,1,,,,,,N,,
Benjamin Reed,,,Schooner,1867,,3/10/1874,1874,3,10,Sandy Hook,,,Storm,Wood,US,96.6,25.9,9.6,197,,"Boothbay, ME",Mexico,"New York, NY",Adams,,,,,,Mahogany,,,N,,
Bentham (1772),,,Sloop,,,11/20/1772,1772,11,20,Sandy Hook,,,Grounded,,,,,,,,,"New York, NY","Philadelphia, PA",Thomas Albertson,,,,,,,,,N,#1546,
Berkshire,,,Barge,1889,"Duluth, MN",5/23/1909,1909,5,23,Sandy Hook,,,Foundered,Steel,,,,,1192,1132,"Port Huron, MI",,,,6,,0,,,,,Y,N,#53256; Total loss,
Berrien,,,Motor vessel diesel,1906,,1/11/1935,1935,1,11,New Jersey coast,,,Burned,,,,,,132,,,,,,,,,,,,,,N,,
Bertha (1905),,Funch Eyde & Co,Bark,1893,"Inverkeithing, UK",5/16/1905,1905,5,16,Long Branch LSS S 1 mi,,,Grounded in fog,,Denmark,129,25,10.3,265,243,"Ebsjerg, Denmark","Rio Grande, Brazil","New York, NY",J J Norholm,8,,0,"$30,000","$70,000",Hides; glue stock,Deal & Long Branch,N,Y,Refloated,
Bertha (1913),,,,,,7/9/1913,1913,7,9,,,,,,,,,,,,,,,,2,,0,$800,,,Little Egg,,N,,
Bertha (1918),,Diamond P Trans Co.,Barge,1898,,12/6/1918,1918,12,6,Hog Shoal E 2 mi,,,Foundered,Wood,us,,,,310,,"Philadelphia, PA","Millville, NJ","Chester, PA",Frank Turner,2,,0,"$12,000",$900,550 ton Sand,,,N,#3766,
Bertha Miner,,,Canal boat,1908,,3/11/1924,1924,3,11,"South Amboy, NJ",,,Foundered,,,,,,105,,,,,,1,,0,,,,,,N,#163623,
Bertha Warner,,J J Winslow & Co,Schooner 3 masted,1883,"West Deering, ME",11/30/1896,1896,11,30,Toms River LSS SE 500 yds,,,Damaged in snowstorm,Wood,,140.2,30.1,16,452,429.1,"Portland, ME","Fernandina, FL","Carteret, NJ",Runnell,7,,0,"$9,000","$4,000",Phosphate rock,Toms River,Y,N,#3275; Total loss,
Bertie Baxter,,Clara E Wagner,Schooner,1884,,3/10/1918,1918,3,10,"Egg Island, NJ",,,Foundered in storm,Wood,,,,,55,52,"Philadelphia, PA","Philadelphia, PA","Egg Island, NJ",Theodore Whilden,4,0,0,"$1,000",$120,Sand,,,N,#3301,
Bessie Morris,,John Mager Sr,Schooner 3 masted,1869,"Philadelphia, PA",11/21/1880,1880,11,21,Hereford Light  E 3 mi,,,"Collision w/ ""Forest Oak""",Wood,,129.2,31.6,15.9,425,425,"Philadelphia, PA","Providence, RI","Philadelphia, PA",John Mager Jr,7,,0,"$12,000",,None,,,N,,
Beta,,Walker & Daly,Tanker,,,11/11/1927,1927,11,11,Barnegat Light NE 8 mi,,,Explosion in bow,Steel,US,,,,,,,"New York, NY","Baytown, TX",J B Kehoe,35,,3,,,In ballast,,N,N,Returned to New York own power,
Beth Dee Bob,,PMD Enterprises,Clam boat,1990,"Beaufort, NC",1/6/1999,1999,1,6,Manasquan Inlet E 15 mi,40-0832 N,74-0682 W,Foundered in storm,Steel,US,84.3,26,7.2,96,65,"Philadelphia, PA","Pt Pleasant, NJ",Fishing,Edward McLaughlin,4,,4,,,Clams,,,Y,D960023;,Scrapbook #15
Bethany,,J G Punch,Bark,1870,"Sunderland, England",3/9/1877,1877,3,9,Five Mile Beach,38-57-18 N,74-51-00 W,Stranded,Wood,England,127,27.2,17.1,375,359,"Sydney, Australia","Hong Kong, China","New York, NY",Bendall,11,,0,"$14,000","$86,000",General,Turtle Gut #37,Y,N,#62560; Total loss,
Betsey (1756),,,Sloop,,,8/5/1756,1756,8,5,,,,,,England,,,,,,,,,,,,,,,,,,Y,,
Betsey (1773),,,Sloop,,,1/30/1773,1773,1,30,Sandy Hook,,,Stranded,,,,,,,,,"New York, NY","Madeira, FL",Culman,,,,,,,,Y,N,Broke up,
Betsey (1778),,,Brig,,,1778,1778,,,Tuckers Beach,39-30-24 N,74-17-24 W,Stranded,,,,,,,,,"Liverpool, England","New York, NY",,,,30,,,"Silver plate, silk, dry goods",,Y,Y,Total loss,
Betsey (1779),,,Merchantman,,,1779,1779,,,Great Egg Harbor,,,Wrecked,,,,,,,,,"Providence, RI","New York, NY",Parke,,,,,,,,Y,N,Total loss,
Betsey (1780),,,Troop transport,,,1780,1780,,,Lower New York Bay,,,Grounded,,England,,,,,,,,,,,,,,,,,,N,Several lives lost,
Betsey (1783),,,Merchantman,,,9/19/1783,1783,9,19,Cape May,,,Lost in gale,,,,,,,,,,"Philadelphia, PA",Brown,,,,,,,,Y,N,,
Betsey (1791),,,Merchantman,,,1791,1791,,,Barnegat,,,Wrecked,,England,,,,,,,"London, England","New York, NY",Douglas,,,,,,,,,N,,
Betsey (1825),,,Sloop,,,6/1825,1825,6,,Cape May,,,Abandoned,,,,,,,,,,"New York, NY",,,,,,,,,Y,N,"Washed up on Henlopen, DE",
Betsey (1846),,,Brig,,,2/20/1846,1846,2,20,Absecon Beach,,,Stranded in gale,,,,,,,,"Boston, MA",,,Bell,,,,,,Molasses,,Y,N,Broke up,
Betsey Ross,,,Motor vessel gas,,,11/24/1917,1917,11,24,,,,Burned,,,,,,6,,"Camden, NJ",,,,33,,0,,,,,,N,#208715,
Bianca Aspasia,,,Bark,1884,"Sestri Ponente, Italy",5/23/1901,1901,5,23,Ship Bottom LSS S .25 mi,39-38-00 N,74-10-45 W,Stranded in fog,Wood,Italy,134.5,27.9,14.1,466,451,"Genoa, Italy","Palenque, San Domingo","New York, NY",Vincenzo Viggi,15,,0,"$18,000","$37,000",Sugar,,Y,N,#3649; #14232; Total loss,
Bidevind,,A S Borgestad,Freighter,1938,"Flensburg, Germany",4/30/1942,1942,4,30,Barnegat Light E 48 mi,39-48-30 N,72-49-00 W,Torpedoed by U-752,,Norway,414.3,55.7,25,4956,2908,"Porsgrunn, Norway",,,,37,,,,,2000 ton manganese ore,,Y,Y,Sunk; Unknown loss of life,
Big  O,,,Cabin cruiser,,,10/18/1959,1959,10,18,Absecon Inlet E 2.5 mi,39-21-54 N,74-19-36 W,Sank while in tow,,,23,, ,,,,,,,,,,,,,,Y,N,,
Big Champ,,,Motor vessel diesel,,,9/17/1962,1962,9,17,"Surf City, NJ",,,Foundered,,,,,,13,,,,,,,,,,,,,Y,N,#268279; Total loss,
Big Four,,,Dredge,,,1/26/1907,1907,1,26,Two Mile Beach LSS NE 1 mi,,,Stranded,,,,,,,,"Atlantic City, NJ","Wildwood Crest, NJ","Egg Harbor, NJ",,11,,0,"$100,000",,,,N,N,Refloated,
Big Mama,"Stroudsberg, Breton, Seminole; Brigitte Harper",Hay's Tug & Launch,Tug,,,6/9/1995,1995,6,9,Atlantic City Artificial Reef,39-13-961 N,74-12-926 W,Explosives,Steel,US,103,,,,,NJ AR,AC,27,,,,,,,,,Y,Y,Sponsor - Jersey Fresh Seafood Festival,See scrapbooks 38 - 43 - Purple Misc
Billow,,,Schooner,1836,"Gardiner, ME",12/8/1869,1869,12,8,Brigantine Shoal,,,"Struck sunken wreck ""Cassandra""",,,,,,132,,"Salem, MA","New York, NY","Wilmington, DE",,,,0,,,Scrap iron,,Y,N,Total loss,
Billy D,ST-842; R J Wales,Capt Rottsma,Tug,1945,"Orlando, CA",7/27/1997,1997,7,27,Shark River Artificial Reef,40-06-320 N,73-41-855 W,Opened sea cocks,Steel,US,80,23,26,,,NJ AR,SR,17,,,,,,,,,Y,Y,Sponsor - Artificial Reef Assoc,See scrapbooks 38 - 43 - Purple Misc
Billy Joe,,James Pearson,Clam boat,,,7/19/1984,1984,7,19,Brigantine E 10 mi,,,Flooded & capsized,,,85,,,,,,,,,4,,0,,,,,Y,N,Sunk; Raised by salvagers,
Billy Simpson,,Simpson & Shaw,Bark,1872,"Horton, NJ",8/18/1879,1879,8,18,Barnegat E 50 mi,,,Lost sails in hurricane,,England,135.7,30.2,16.5,432,,"Windsor, NS",,,Charles H Currie,,,,,,,,N,N,,
Bird,,,Sidewheel steam,1850,,12/1/1855,1855,12,1,"Red Bank, NJ",,,"Collision w/ ""Palmetto""",,,,,,50,,,,,,,,,,,,,,N,,
Bird of the Wave,,W F Weld & Co,Brig,1857,"Kingston, MA",5/4/1863,1863,5,4,Highlands of Navesink,,,Grounded in fog,,,80,23,9,178,,"Boston, MA","Port au Prince, Haiti","Boston, MA",,,,0,,,"Cotton, honey, logwood",,N,N,Refloated,
Black Arrow,,John Stafford,Schooner - yacht,1920,"Wiscasset, ME",10/21/1953,1953,10,21,Barnegat Inlet South bar,,,Damaged in NE Storm,Wood,,44.2,13,6.9,18,8,"Newport, RI","Newport, RI","Miami, FL",,,,,,,,,Y,N,#220407; Total loss,
Black Ball,,,Packet ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
Black Duck,,,Schooner,,,11/14/1870,1870,11,14,Absecon,,,Lost sails,,England,,,,,,,,,,,,,,,,,N,N,,
Black Hawk,,,Brig,,,1838 - 1878,1860,,,Squan Inlet S 5.5 mi,40-01-42 N,74-03-00 W,Wrecked,,,,, ,,,,,,,,,,,,,,,N,,
Black Point,,C H Sprague,Steamer cargo ,1918,"Camden, NJ",5/5/1945,1945,5,5,"Block Island, RI NW 8 mi",41-9-51 N,71-25-37 W,Torpedoed by U-853,Steel,US,369,55,26.9,5353,,"Boston, MA","New York, NY","Boston, MA",Charles Prior,46,,12,,,7595 ton coal,,Y,Y,#215957; Last war loss of WW II,
Black Snake,,,Privateer,,,4/15/1780,1780,4,15,Sandy Hook Light E .5 mi,,,"Driven ashore by ""Galatea""",,US,,,,,,Rhode Island,,,Reed,52,,,,,,,,N,Crew captured by British,
Black Warrior,,NY & New Orleans SS Co,Sidewheel steam,1852,"New York, NY",2/20/1859,1859,2,20,"Rockaway Bar, NY",40-5462 N,73-8878 W,Grounded,Wood,US,225,37,18,1556,,"New York, NY","Havana, Cuba","New York, NY",Smith,,,0,,,,,Y,Y,"Passengers, crew & cargo saved",
Blanche,,,Motor vessel,1912,,9/28/1936,1936,9,18,"Bedford, NJ",,,Stranded,,,,,,9,,,,,,0,0,0,,,,,,N,#210687,
Blanche Hopkins (051881),,J A Hopkins,Schooner,1880,"Coopers Point, NJ",5/15/1881,1881,5,15,Cold Spring Inlet,,,Stranded,Wood,US,152.5,36.4,16.4,634.54,602.81,"Philadelphia, PA","Boston, MA","Philadelphia, PA",,8,,0,,,In Ballast,Cape May #39,N,N,#3136; Refloated,
Blanche Hopkins (111881),,J A Hopkins,Schooner,1880,"Coopers Point, NJ",11/8/1881,1881,11,8,Great Egg Harbor,,,"Collision w/ ""Hatteras""",Wood,US,152.5,36.4,16.4,634.54,602.81,"Philadelphia, PA","Philadelphia, PA","Boston, MA",,8,,0,"$33,000","$4,200",850 ton coal,,N,N,#3136; Repaired,
Blanche Hopkins (1883),,William Irelan,Schooner,1880,"Coopers Point, NJ",11/4/1883,1883,11,4,Five Fathom Bank Lightship SE 8 mi,,,"Collision w/ ""New York""",Wood,US,152.5,36.4,16.4,634.54,602.81,"Philadelphia, PA","Bedford, MA","Philadelphia, PA",Pedrick,9,,0,"$40,000", ,In ballast,,N,N,#3136; Towed to New York,
Blink,,K Einersen,Transport,1920,"Bristol, England",2/12/1942,1942,2,12,Cape Hatteras E 160 mi,35-0001 N,72-4495 W,Torpedoed by U-108,Steel,Norway,310,43.6,21.6,2701,,,"Charleston, SC","Halifax, NS",,40,,34,,,3600 ton phosphate,,Y,N,War loss,
Blondie,,John Allen,Motor vessel,1936,"Keyport, NJ",5/11/1941,1941,5,11,Point Pleasant E 8.5 mi,,,Burned,,,29.6,10,4.3,8,6,"Newark, NJ",,,,11,,0,,,,,Y,N,#236080; Total loss,
Blue Crown,,U S Customs Service,Freighter,,,6/10/1994,1994,6,10,Atlantic City Artificial Reef,39-14-138 N,74-12-357 W,Explosives,Steel,US,205,40,41,,,NJ AR,AC,25,,,,,,,,,Y,Y,"Sponsor - Artificial Reef Assoc, et al",See scrapbooks 38 - 43 - Purple Misc
Bluebird,,Virginia Lumber Co,Schooner,1918,"Seattle, WA",3/6/1932,1932,3,6,Perth Amboy,,,Foundered,,,230.5,44.5,15.8,1618,1494,"Savannah, GA",,,R Quick,,,,,,,,,N,,
Bluefish,,,Motor vessel,,,7/22/1950,1950,7,22,Barnegat Inlet,39-44-46 N,74-05-20 W,Stranded,,,,,,,,,,,,,,,,,,,,N,,
Bluenose,,,Schooner,,,11/15/1903,1903,11,15,Brigantine,,,Grounded,,England,,,,166,,,,,,,,,"$12,000",,,,,N,,
Bobby,,,Motor vessel gas,1935,,10/20/1944,1944,10,20,Bayonne Constable Hook,,,"Collision w/ ""Ace""",,,,,,14,,,,,,,,,,,,,,N,#238198,
Bobby II,,David Shinn,Motor vessel,1944,"Bristol, RI",,,,,Ambrose Light,,,"Collision w/ ""President Buchanan""",,,60.6,14.8,7.9,44,30,"New York, NY","New York, NY",,David Shinn,,56,1,,,,,,N,#257576,
Boiler Wreck,Dive boat capt nickname,,Seagoing tug,,,1934,1934,,,Stone Harbor E 300 yds,39-02-30 N,74-45-30 W,,,,,,,,,,,,,,,,,,,Diving wreck,Y,N,Just a boiler; Unknown history,See Misc File Drawer
Bold Commander,,,,,,12/1830,1830,12,,Cape May,,,Grounded in gale,,,,,,,,,,,,,,2,,,,,,N,,
Bone Wreck,Off Shore Wreck,,Barge,,,1903,1903,,,Barnegat Inlet N 1.5 mi,39-48-12 N,74-65-00 W,Unknown,Steel,,200,,,,,,Cuba,"New York, NY",,,,,,,Bones for fertilizer,,Y,N,"AKA ""Off Shore Wreck""",
Bonita (1884),,,Sloop - Yacht,,,10/14/1884,1884,10,14,Barnegat,,,Capsized,,,,,,,,,"Bay Head, NJ","Barnegat Inlet, NJ",Lewis,2,,0,,,,,Y,N,Sank,
Bonita (1896),,,Schooner,1863,"Kennebunkport, ME",9/10/1896,1896,9,10,Little Egg Harbor LSS S 1.25 mi,,,Grounded,,,42.8,15.3,5.6,18.67,17.74,"Gloucester, MA","Chincoteague, VA","New York, NY",Price,4,,0,"$1,500",$255,Wood,Little Egg,N,N,#2561; Refloated,
Bonita (1926),,,Motor vessel diesel,1918,,4/18/1926,1926,4,18,Barnegat,,,Foundered,,,,,,79,,,,,,7,,0,,,,,,N,#221951,
Bonito (1925),,G F Soper,Motor vessel,1889,"Nyack, NY",1/31/1925,1925,1,31,Angelsea bar,,,Foundered,,,38.5,13.6,5.6,15,13,"Philadelphia, PA","Cape May, NJ",Fishing service,C A Soper,3,0,0,"$3,500",$160,500 lbs fish,,Y,N,#3507; Total loss,
Bonito (1960),,Absecon Inlet Co,Motor vessel diesel,1929,"Carvel Beach, MD",7/20/1960,1960,7,20,Atlantic City SE,39-18-10 N,74-16-12 W,Scuttled,Wood,,47.6,14.8,5.7,25,17,"Philadelphia, PA",,,,,,,,,,,Y,N,#228790; Became fish haven,
Bonnie Doon,,,Steamship,1882,"Somers Point, NJ",7/3/1890,1890,7,3,Hereford Inlet North bar,,,Grounded,,,50,10,2,11.52,8.5,"New York, NY","Milford, DE","Angelsea, NJ",Craig,2,,0,"$2,000",,None,Hereford,Y,N,#3216; Total loss,
Boom Boom,,Jim Kallestead,Sailboat,,,9/6/1983,1983,9,6,Cape May E 45 mi,,,Bilged; sank,,,41,,,,,,"Miami, FL",Rhode Island,,2,,1,,,,,Y,N,Total loss,
Booth Brothers,,,Schooner 3 masted,1887,"Madison, CT",5/4/1893,1893,5,4,Brigantine Shoal,39-23-00 N,74-23-00 W,Grounded,Wood,US,136.8,31,10.2,347.62,330.24,"New London, CT","Tenants Harbor, ME","Philadelphia, PA",Burdick,8,,0,"$14,000","$3,000",Plate glass; Paving stones,,Y,N,#3369; Total loss,
Bornt Slaight,,,Schooner,,,11/10/1839,1839,11,10,"Cranberry Inlet, NJ",,,Sank,,,,,,,,,,,,,,0,,,"Stone, Coal",,Y,N,,
Borodino,,,Brig,,,9/7/1839,1839,9,7,Highlands,,,Grounded; Burned,,,,,,,,,,,,,,,,,,,,N,,
Boscer,,,Schooner,,,2/1826,1826,2,,Cape May,,,Stranded,,,,,,,,,,,,,,,,,,,,N,,
Boston,,,Schooner,,,4/20/1855,1855,4,20,Cold Spring Bar,,,Stranded,,,,,,,,,"Philadelphia, PA","Boston, MA",,,,,,,,,Y,N,Total loss,
Boston,WLV-189,Atlantic County,Lightship,1947,"Bay City, MI",1/28/1994,1994,1,28,Atlantic City Artificial Reef,39-15-444 N,74-14-004 W,Opened hull,Steel,US,128,40,38,,,NJ AR,AC,23,,,,,,,,,Y,Y,"Sponsor - Atlantic Cty Party & CBA, et al",See scrapbooks 38 - 43 - Purple Misc
Boston & Liverpool,,,Merchantman,,,1791,1791,,,Barnegat,,,Wrecked,,England,,,,,,,"Liverpool, England","Philadelphia, PA",Laud,,,,,,,,,N,,
Boston City,,James Askell & Co,Steamship,1893,"Sunderland, England",1/31/1904,1904,1,31,Sandy Hook Flynns Knoll,,,"Collision w/ ""Colorado""",Steel,England,295,39.3,22.5,2346,1483,,"New York, NY",England,Carey,3,,,"$34,176","$83,836",General,,N,N,Refloated,
Bounding Billow,,,Schooner,1860,"Essex, MA",4/3/1883,1883,4,3,Sandy Hook LSS NW 1.25 mi,,,Stranded,,,68,19,7,57.18,54.32,"Gloucester, MA","Gloucester, MA",Fishing service,Noble,14,,0,"$7,000",,,Sandy Hook,N,N,#2195; Refloated,
Bow Mariner,Atlas Petros,Odfjell Asia,Oil tanker,1982,Yugoslavia,2/28/2004,2004,2,28,Virginia E 35 mi,37-52.8 N,74-15.3 W,Fire & Explosion,Steel,Singapore,570.2,105,49.5,22587,,Singapore,"New York, NY","Houston, TX",Efstratios S Kavouras,27,,21,,,11570 ton Ethanol,,Y,Y,#7923512,USCG Rpt http://www.uscg.mil/hq/cg5/cg545/docs/documents/bowmar1.pdf
Bowden,,A & S Frugtfast,Steamship,1912,"Fredrickstad, Norway",1/30/1917,1917,1,30,Barnegat Inlet,,,Stranded in fog,Steel,Norway,235,33.6,21.2,1255,716,"Christiania, Norway","Jamaica, WI","New York, NY",M H Henriksen,23,,0,"$434,000",,Sugar,Barnegat & USCG,N,N,Refloated,
Bowdoin,,Charles Sawyer,Schooner,1866,"Westbrook, ME",5/15/1872,1872,5,15,Highlands E 40 mi,,,"Collision w/ ""Princess Alexandra""",,,,,10.5,192,,"Portland, ME","New York, NY","Philadelphia, PA",William Randall,,,,,,,,N,N,Partial loss,
Bowman,,,Steamship,,,2/1858,1858,2,,Deal Beach,,,Grounded; Bilged,,,,,,,,,"Troy, NY","Norfolk, VA",,,,,"$25,000",,,,Y,N,Full of water,
Boxer,,,Sloop,,,1/1825,1825,1,,Cape May,,,Lost cables & anchor,,,,,,,,,,"Philadelphia, PA",,,,,,,,,Y,N,Drifted to sea,
Braganzo,,A/S Braganzo,Motor vessel,1924,,1/16/1940,1940,1,16,Ambrose Lightship E 90 mi,38-54-00 N,71-34-00 W,Disabled,Steel,Norway,420,58,28.1,6327,3935,,,,,,,,,,Ore,,N,N,"Towed to NY by ""Relief""",
Bramble,,P H Dixon & Harrison,Steamship,1888,"Cambelltown, PA",6/25/1894,1894,6,25,Brigantine Shoal,,,Grounded,Steel,England,260,37.1,16.9,1508,962,"Glasgow, Scotland",Puerto Rico,"New York, NY",Moxon,25,,0,"$35,000","$10,000",Sugar,Brigantine,N,N,#96010; Refloated,
Brandywine (1852),,,Schooner,,,12/18/1852,1852,12,18,Little Egg Harbor,,,Collision; Abandoned,,,,,,,,"Philadelphia, PA","Philadelphia, PA","New York, NY",Godfrey,,,0,,,Coal,,Y,N,"Total loss; Rescued by ""SS United States""",
Brandywine (1875),,C Moore et al,Schooner,1863,"Wilmington, DE",2/3/1875,1875,2,3,Absecon LSS E,,,Leaking heavily,Wood,,,,8,168,,"Wilmington, DE","Baltimore, MD","New Haven, CT",W Adams,6,,0,"$12,000","$10,000",275 ton Coal,Absecon # 28,Y,N,Total loss,
Brazil,,,Schooner,,,5/16/1860,1860,5,16,Squan Beach S 6.5 mi,,,Stranded,,,,,,,,,"Philadelphia, PA","New York, NY",Dorsetts,,,,,,"Stone, coal",,N,N,Refloated 6/25/1860,
Brazoria (6/1910),,,Steamship,1883,"Philadelphia, PA",6/5/1910,1910,6,5,Atlantic City LSS SE 1 mi,,,Stranded,Iron,,162,23,8.7,423,336,"Atlantic City, NJ","Philadelphia, PA","Atlantic City, NJ",,14,,0,"$25,000","$3,000",General,Atlantic City,N,Y,#91527; Refloated,
Brazoria (8/1910),,,Steamship,1883,"Philadelphia, PA",8/26/1910,1910,8,26,Absecon Inlet North shoal,,,Stranded,Iron,,162,23,8.7,423,336,"Atlantic City, NJ","Philadelphia, PA","Atlantic City, NJ",,13,,0,"$25,000","$6,000",,Atlantic City,Y,Y,#91527; Total loss,
Brazos (1879),,R R Goudry,Schooner,1850,"Middletown, CT",4/12/1879,1879,4,12,Absecon SE 17 mi,,,Leaking heavily,,US,,,,116,,"Portland, ME","New York, NY","Philadelphia, PA",J R Glover,,,,,,Pig Iron,,Y,N,#2238; Total loss,
Brazos (1916),,,Steamship,1907,"Newport News, VA",1/25/1916,1916,1,25,Barnegat,,,"Collision w/ ""Suffolk""",,,401,54,26.3,6399,4077,"New York, NY","New York, NY","San Juan, PR",,,,,,,,,N,N,#204660; Returned to NY,
Breakwater,,,Schooner,,,11/14/1838,1838,11,14,Belmar area,,,Grounded in fog,,,,,,,,"Stonington, CT","Baralos, Cuba","New York, NY",,,,,,,Fruit,,Y,N,Total loss,
Breeze (1870),,,Schooner,,,2/23/1870,1870,2,23,Squan Beach,,,Grounded,,,,,,200,,"Staten Island, NY","New York, NY","York River, VA",Cranmer, , , , ,, ,,N,N,Towed back to NY,
Breeze (1876),,,Schooner,,,10/16/1876,1876,10,16,Absecon Light E 10 mi,,,Grounded,,,,,,200,,"Port Jefferson, NY","Port Jefferson, NY","Georgetown, DC",Cranmer,6,,0,"$6,000","$10,000",Ground bone,Atlantic City #27,N,N,Refloated,
Bremen,,North German Lloyd,Passenger cargo ship,1896,"Danzig, Germany",6/30/1900,1900,6,30,"Hoboken, NJ",,,Burned,Steel,Germany,525.1,60.3,37,10525,,"Breman, Germany",,"New York, NY",Nierisch, ,,40,,,,,N,N,"Beached at Weehawkin, NJ",
Breyman Bros No 14,BB # 14,,Barge,,,2/1/1925,1925,2,1,Sandy Hook E 4 mi,40-27-10 N,73-54-20 W,Sank,,,,,,,,,,,,,,,,,,,Y,N,Total loss,"Also see ""Main"", ""Saale"", ""Kaiser Wilhelm der Grosse"""
